title,judge,makes,difficulty,hands_on_time,baking_time,ingredients,recipe_image,judge_image
Briony’s Beetroot Samosas & Peanut Butter Cheesecake Samosas,Briony,12 savoury and 12 sweet,Needs skill,1 hr 45 mins,30 mins,"[<div class=""recipe-sidebar__section__content"">
<h5>For the beetroot filling:</h5>
<p>1 tbsp olive oil  </p>
<p>3 small raw beetroots, peeled and chopped into 5mm chunks </p>
<p>1 red onion, peeled and chopped into 5mm chunks </p>
<p>½ tsp salt </p>
<p>½ tsp ground black pepper </p>
<p>1 tsp finely chopped rosemary leaves </p>
<p>2 tbsp balsamic vinegar </p>
<p>1 tbsp balsamic glaze </p>
<p>100g dried cranberries soaked in 2 tbsp port </p>
<p>100g walnuts, roughly chopped </p>
<p>18 small spinach leaves </p>
</div>, <div class=""recipe-sidebar__section__content"">
<h5>For the savoury samosa dough:</h5>
<p>375g plain flour  </p>
<p>1 tsp salt  </p>
<p>75g vegetable oil </p>
<p>1 tbsp poppy seeds </p>
</div>, <div class=""recipe-sidebar__section__content"">
<h5>For the sweet samosa dough:</h5>
<p>350g plain flour  </p>
<p>1 tsp salt  </p>
<p>25g cocoa powder </p>
<p>75g melted ghee </p>
</div>, <div class=""recipe-sidebar__section__content"">
<h5>For the peanut butter cheesecake filling:</h5>
<p>250g mascarpone, at room temperature </p>
<p>175g chunky peanut butter </p>
<p>4 tsp golden syrup </p>
</div>, <div class=""recipe-sidebar__section__content"">
<h5>For the blue cheese dip: </h5>
<p>150g blue goat’s cheese  </p>
<p>75g mascarpone </p>
<p>3 tbsp soured cream </p>
<p>1 tbsp cider vinegar </p>
</div>, <div class=""recipe-sidebar__section__content"">
<h5>For the chocolate dip: </h5>
<p>150g dark chocolate chips </p>
<p>125ml double cream </p>
<p>1 tsp ground fennel seeds </p>
<p>pinch of salt </p>
</div>, <div class=""recipe-sidebar__section__content"">
<h5>To decorate (savoury): </h5>
<p>250ml beetroot juice  </p>
<p>½ tsp cornflour  </p>
<p>50g walnuts, blitzed to a coarse powder </p>
</div>, <div class=""recipe-sidebar__section__content"">
<h5>To decorate (sweet): </h5>
<p>3 tbsp golden syrup </p>
<p>50g raw peanuts, bashed into small chunks </p>
</div>, <div class=""recipe-sidebar__section__content"">
<h5>You will also need:</h5>
<p>20 x 30cm baking dish </p>
<p>20cm round plate  </p>
<p>Deep-fat fryer</p>
</div>]",https://thegreatbritishbakeoff.co.uk/wp-content/uploads/2019/06/Beetroot_Peanut_Samosas_1024x450.png,https://thegreatbritishbakeoff.co.uk/wp-content/uploads/2018/08/New-Project-5-100x100.jpg
Jon’s ‘Dinner for Two’ Samosas,Jon,6 savoury and 6 sweet,Challenging,2 hrs,30 mins ,"[<div class=""recipe-sidebar__section__content"">
<h5>For the savoury filling:</h5>
<p>1 large skinless chicken breast (about 120g)  </p>
<p>2 tbsp pesto (see below) </p>
</div>, <div class=""recipe-sidebar__section__content"">
<h5>For the chilli jam:</h5>
<p>3 red chillies, deseeded and roughly chopped </p>
<p>1 small green pepper, deseeded and roughly chopped  </p>
<p>½ white onion, peeled and roughly chopped </p>
<p>4 garlic cloves, peeled and roughly chopped  </p>
<p>20ml lemon juice  </p>
<p>50ml white wine vinegar </p>
<p>200g granulated sugar </p>
<p>1 tsp powdered or liquid pectin  </p>
</div>, <div class=""recipe-sidebar__section__content"">
<h5>For the pesto:</h5>
<p>60g pine nuts </p>
<p>30g Parmesan cheese </p>
<p>40g basil </p>
<p>80ml extra-virgin olive oil </p>
<p>2 garlic cloves, peeled </p>
<p>salt and freshly ground black pepper  </p>
</div>, <div class=""recipe-sidebar__section__content"">
<h5>For the pesto gel:</h5>
<p>70g pesto (see above)  </p>
<p>2g leaf gelatine </p>
<p>2 tsp cornflour </p>
</div>, <div class=""recipe-sidebar__section__content"">
<h5>For the orange crème pâtissière:</h5>
<p>100ml double cream </p>
<p>150ml whole milk </p>
<p>1 vanilla pod, sliced lengthways </p>
<p>1 large egg </p>
<p>1 egg yolk </p>
<p>50g caster sugar </p>
<p>20g cornflour </p>
<p>zest of 2 large unwaxed oranges </p>
</div>, <div class=""recipe-sidebar__section__content"">
<h5>For the suzette syrup:</h5>
<p>zest and juice of 1 large unwaxed orange </p>
<p>80g unsalted butter </p>
<p>50g caster sugar  </p>
<p>50ml Grand Marnier </p>
</div>, <div class=""recipe-sidebar__section__content"">
<h5>For the samosa dough:</h5>
<p>300g plain flour </p>
<p>70ml vegetable oil </p>
<p>generous pinch of salt </p>
<p>50g cornflour mixed with 50g plain flour, for dusting </p>
</div>, <div class=""recipe-sidebar__section__content"">
<h5>To decorate:</h5>
<p>few leaves of Greek basil </p>
<p>25g 54% dark chocolate, melted </p>
</div>, <div class=""recipe-sidebar__section__content"">
<h5>You will also need:</h5>
<p>cooking thermometer </p>
<p>300ml jam jar with lid, sterilised </p>
</div>]",https://thegreatbritishbakeoff.co.uk/wp-content/uploads/2019/06/Romantic_Samosas_1024x450.png,https://thegreatbritishbakeoff.co.uk/wp-content/uploads/2018/08/New-Project-8-100x100.jpg
Ruby’s ‘Jamaican Me Crazy’ Ginger Cake,Ruby,24,Needs skill,1 hr 30 mins,55 mins,"[<div class=""recipe-sidebar__section__content"">
<h5>For the sponges:</h5>
<p>375g unsalted butter, softened   </p>
<p>330g dark brown soft sugar  </p>
<p>125g black treacle  </p>
<p>175g golden syrup  </p>
<p>1 tsp vanilla bean paste  </p>
<p>6 large free-range eggs  </p>
<p>4 tbsp spiced rum  </p>
<p>4 tbsp ground ginger  </p>
<p>3 tbsp ground cinnamon  </p>
<p>375g self-raising flour  </p>
<p>4 ½ tbsp soured cream  </p>
<p>6 pieces of stem ginger, drained and finely chopped, syrup reserved</p>
</div>, <div class=""recipe-sidebar__section__content"">
<h5>For the ginger snaps:</h5>
<p>50g unsalted butter  </p>
<p>50g caster sugar  </p>
<p>2 tbsp golden syrup  </p>
<p>50g plain flour   </p>
<p>1 tsp ground ginger  </p>
</div>, <div class=""recipe-sidebar__section__content"">
<h5>For the toffee drizzle:</h5>
<p>150ml double cream </p>
<p>40g unsalted butter  </p>
<p>75g light muscovado sugar  </p>
</div>, <div class=""recipe-sidebar__section__content"">
<h5>For the orange cream:</h5>
<p>750ml double cream  </p>
<p>400g mascarpone  </p>
<p>2 tsp vanilla bean paste </p>
<p>4 tsp Valencian orange extract </p>
<p>50g caster sugar  </p>
<p>finely grated zest of 4 large oranges  </p>
</div>, <div class=""recipe-sidebar__section__content"">
<h5>For the syrup: </h5>
<p>6 tbsp ginger syrup (from the jar of stem ginger) </p>
<p>2 tbsp spiced rum  </p>
</div>, <div class=""recipe-sidebar__section__content"">
<h5>For the rum cream:</h5>
<p>150ml double cream </p>
<p>25g caster sugar </p>
<p>2 tbsp spiced rum  </p>
</div>, <div class=""recipe-sidebar__section__content"">
<h5>You will also need: </h5>
<p>18cm round cake tins x 4, greased and lined with baking paper </p>
<p>baking sheet lined with a silicone mat </p>
<p>cook’s squeezy bottle </p>
<p>large disposable piping bag </p>
<p>large piping bag fitted with a large star nozzle  </p>
</div>]",https://thegreatbritishbakeoff.co.uk/wp-content/uploads/2019/06/Jamaican_Me_Crazy_1024x450_2.png,https://thegreatbritishbakeoff.co.uk/wp-content/uploads/2018/08/New-Project-100x100.jpg
Kim-Joy’s Stem Ginger Cake with Cream-cheese Frosting & Salted Caramel,Kim-Joy,12,Needs skill,"2 hrs, plus chilling",45 mins,"[<div class=""recipe-sidebar__section__content"">
<h5>For the poached pears:</h5>
<p>3 conference pears, peeled, stem intact</p>
<p>40g dark muscovado sugar</p>
<p>1 star anise</p>
<p>2 pieces cinnamon bark</p>
<p>1 tbsp vanilla paste</p>
<p>3 green cardamom pods </p>
</div>, <div class=""recipe-sidebar__section__content"">
<h5>For the sponge:</h5>
<p>250g slightly salted butter</p>
<p>250g dark muscovado sugar</p>
<p>120g treacle</p>
<p>375g plain flour</p>
<p>1 tbsp ground cinnamon</p>
<p>4 tbsp ground ginger</p>
<p>300ml whole milk</p>
<p>2 tsp bicarbonate of soda</p>
<p>3 eggs, beaten</p>
<p>100g crystallised ginger, roughly chopped</p>
</div>, <div class=""recipe-sidebar__section__content"">
<h5>For the salted caramel:</h5>
<p>120g caster sugar</p>
<p>115ml double cream</p>
<p>½ tsp salt</p>
</div>, <div class=""recipe-sidebar__section__content"">
<h5>For the biscuit dough:</h5>
<p>75g slightly salted butter</p>
<p>50g dark muscovado sugar</p>
<p>1 tsp molasses</p>
<p>1½ tbsp beaten egg</p>
<p>110g plain flour</p>
<p>¼ tsp bicarbonate of soda</p>
<p>¾ tsp ground cinnamon</p>
<p>1 tbsp ground ginger</p>
<p>1 boiled sweet, crushed </p>
</div>, <div class=""recipe-sidebar__section__content"">
<h5>For the frosting:</h5>
<p>100g unsalted butter, at room temperature</p>
<p>280g full-fat cream cheese </p>
<p>600g icing sugar</p>
<p>100g walnuts, chopped</p>
</div>, <div class=""recipe-sidebar__section__content"">
<h5>For the royal icing:</h5>
<p>2 tbsp pasteurised egg white</p>
<p>100g icing sugar</p>
</div>, <div class=""recipe-sidebar__section__content"">
<h5>You will also need:</h5>
<p>18cm round cake tins x 3, greased, then base-lined with baking paper</p>
<p>baking sheet lined with baking paper</p>
<p>large disposable piping bag</p>
<p>small piping bag fitted with a No.1 writing nozzle</p>
</div>]",https://thegreatbritishbakeoff.co.uk/wp-content/uploads/2019/06/Stem_Ginger_Cake_1024x450.png,https://thegreatbritishbakeoff.co.uk/wp-content/uploads/2018/08/New-Project-6-100x100.jpg
Manon’s Italian Meringue & Lemon Ginger Cake,Manon,16,Needs skill,1 hr 15 mins,25 mins,"[<div class=""recipe-sidebar__section__content"">
<h5>For the sponges:</h5>
<p>200g salted butter, at room temperature  </p>
<p>250g dark muscovado sugar </p>
<p>100g treacle </p>
<p>100g golden syrup </p>
<p>100g root ginger, finely grated </p>
<p>2 eggs  </p>
<p>1 tsp ground cinnamon </p>
<p>1 tsp ground ginger </p>
<p>250g plain flour </p>
<p>1 tsp bicarbonate of soda </p>
<p>2 tsp baking powder </p>
<p>150ml whole milk </p>
</div>, <div class=""recipe-sidebar__section__content"">
<h5>For the lemon curd: </h5>
<p>5 unwaxed lemons </p>
<p>2 sheets of platinum-grade gelatine  </p>
<p>150g caster sugar </p>
<p>100g root ginger, finely grated </p>
<p>1 tsp ground ginger </p>
<p>3 eggs </p>
<p>3 egg yolks </p>
<p>100g salted butter, diced and softened </p>
</div>, <div class=""recipe-sidebar__section__content"">
<h5>For the candied lemon: </h5>
<p>200g caster sugar </p>
<p>2 unwaxed lemons, thinly sliced </p>
<p>25g 70% dark chocolate </p>
</div>, <div class=""recipe-sidebar__section__content"">
<h5>For the Italian meringue: </h5>
<p>syrup from the candied lemon </p>
<p>2 egg whites </p>
</div>, <div class=""recipe-sidebar__section__content"">
<h5>You will also need:</h5>
<p>20cm round cake tins x 3, greased, then base-lined with baking paper </p>
<p>sugar thermometer </p>
<p>medium disposable piping bag  </p>
<p>kitchen blowtorch </p>
</div>]",https://thegreatbritishbakeoff.co.uk/wp-content/uploads/2019/06/Lemon_Ginger_Cake_1024x450.png,https://thegreatbritishbakeoff.co.uk/wp-content/uploads/2018/08/New-Project-3-100x100.jpg
Jon’s Family Ginger Cake,Jon,8,Challenging,2 hrs,30 mins ,"[<div class=""recipe-sidebar__section__content"">
<h5>For the sponges:</h5>
<p>230ml whole milk </p>
<p>120g golden syrup </p>
<p>120g black treacle </p>
<p>120g dark muscovado sugar </p>
<p>1 tbsp ground ginger </p>
<p>1 tsp ground cinnamon </p>
<p>1 ½ tsp mixed spice </p>
<p>1 tsp bicarbonate of soda </p>
<p>230g self-raising flour </p>
<p>120g unsalted butter, softened  </p>
<p>100g stem ginger, finely chopped  </p>
<p>1 egg  </p>
</div>, <div class=""recipe-sidebar__section__content"">
<h5>For the gingerbread family: </h5>
<p>100g unsalted butter </p>
<p>100g caster sugar </p>
<p>½ tsp salt </p>
<p>½ tsp baking powder </p>
<p>½ tsp bicarbonate soda </p>
<p>½ tsp ground cinnamon </p>
<p>1 tsp ground cloves </p>
<p>1 tsp ground ginger </p>
<p>½ tsp ground nutmeg </p>
<p>1 egg yolk </p>
<p>125ml treacle </p>
<p>250g plain flour, sifted </p>
<p>100g icing sugar </p>
<p>15g pasteurised egg white </p>
</div>, <div class=""recipe-sidebar__section__content"">
<h5>For the ginger buttercream: </h5>
<p>100g pasteurised egg white  </p>
<p>200g caster sugar </p>
<p>300g unsalted butter, softened and cut into small dice  </p>
<p>1 tsp ground cinnamon </p>
<p>1 tsp ground ginger </p>
<p>finely grated zest of 1 unwaxed lemon </p>
<p>½ tsp vanilla extract </p>
</div>, <div class=""recipe-sidebar__section__content"">
<h5>You will also need: </h5>
<p>20cm round cake tins x 2, greased and lined with baking paper  </p>
<p>gingerbread family cutters (10cm high for largest)  </p>
<p>10cm Christmas tree cutter  </p>
<p>6–8cm star or heart biscuit cutters  </p>
<p>2–3 baking sheets lined with baking paper </p>
<p>sugar thermometer  </p>
<p>small piping bag fitted with a No.1 writing nozzle </p>
</div>]",https://thegreatbritishbakeoff.co.uk/wp-content/uploads/2019/06/Ginger_Family_Cake_1024x450.png,https://thegreatbritishbakeoff.co.uk/wp-content/uploads/2018/08/New-Project-8-100x100.jpg
Dan’s Florida Fruit Roll,Dan,8–10,Needs skill,50 mins,25 mins,"[<div class=""recipe-sidebar__section__content"">
<h5>For the meringue:</h5>
<p>4 large egg whites  </p>
<p>250g caster sugar  </p>
<p>1 tsp cornflour  </p>
<p>1 tsp white wine vinegar  </p>
<p>1 tsp vanilla extract </p>
</div>, <div class=""recipe-sidebar__section__content"">
<h5>For the lime curd:</h5>
<p>finely grated zest and juice of 3 unwaxed limes                </p>
<p>4 large egg yolks  </p>
<p>100g caster sugar  </p>
<p>50g unsalted butter, diced  </p>
</div>, <div class=""recipe-sidebar__section__content"">
<h5>For the filling:</h5>
<p>170ml double cream</p>
<p>2 tbsp light brown soft sugar</p>
<p>160ml thick coconut cream, chilled thoroughly</p>
<p>¼ tsp coconut extract</p>
<p>1 ripe mango, destoned and flesh cut into 5cm dice</p>
<p>150g strawberries, hulled and sliced (reserve 2 or 3 whole strawberries, to decorate)</p>
</div>, <div class=""recipe-sidebar__section__content"">
<h5>To decorate:</h5>
<p>1 tbsp coconut flakes  </p>
<p>zest of 1 unwaxed lime  </p>
<p>icing sugar, to dust </p>
</div>, <div class=""recipe-sidebar__section__content"">
<h5>You will also need: </h5>
<p>20 x 30cm Swiss roll tin, oiled, then lined with baking paper </p>
<p>wire cooling rack lined with a sheet of baking paper </p>
</div>]",https://thegreatbritishbakeoff.co.uk/wp-content/uploads/2019/06/Florida_Fruit_Roll_1024x450.png,https://thegreatbritishbakeoff.co.uk/wp-content/uploads/2018/08/New-Project-7-100x100.jpg
Ruby’s Piña Colada Roulade,Ruby,10,Needs skill,30 mins,50 mins ,"[<div class=""recipe-sidebar__section__content"">
<h5>For the meringue:</h5>
<p>4 large egg whites   </p>
<p>225g caster sugar </p>
<p>1 tsp white wine vinegar  </p>
<p>50g sweetened desiccated coconut </p>
<p>gold shimmer spray, to decorate  </p>
<p>icing sugar, for dusting  </p>
</div>, <div class=""recipe-sidebar__section__content"">
<h5>For the filling: </h5>
<p>3 x 435g tins pineapple rings, in syrup </p>
<p>50g caster sugar </p>
<p>300ml double cream  </p>
<p>150g mascarpone cheese </p>
<p>1 tsp vanilla paste  </p>
<p>4 tbsp coconut rum  </p>
<p>50g creamed coconut, grated </p>
<p>1 tsp coconut extract   </p>
</div>, <div class=""recipe-sidebar__section__content"">
<h5>You will also need:</h5>
<p>large roasting tin </p>
<p>22 x 33cm Swiss roll tin, oiled, then lined with baking paper </p>
<p>sheet of baking paper dusted with icing sugar  </p>
</div>]",https://thegreatbritishbakeoff.co.uk/wp-content/uploads/2019/06/Pina_Colada_Roulade_1024x450.png,https://thegreatbritishbakeoff.co.uk/wp-content/uploads/2018/08/New-Project-100x100.jpg
Briony’s Treacle Tart Roulade,Briony,8-10,Needs skill,40 mins,20 mins,"[<div class=""recipe-sidebar__section__content"">
<h5>For the meringue: </h5>
<p>4 large egg whites </p>
<p>250g caster sugar </p>
<p>finely grated zest of ½ unwaxed lemon </p>
<p>50g pecans, bashed into small pieces, plus 6 whole pecans to decorate </p>
</div>, <div class=""recipe-sidebar__section__content"">
<h5>For the treacle tart filling: </h5>
<p>90g white bread, crusts removed  </p>
<p>150g golden syrup </p>
<p>juice of ½ lemon </p>
</div>, <div class=""recipe-sidebar__section__content"">
<h5>For the cream filling:</h5>
<p>150ml double cream </p>
<p>150g mascarpone  </p>
<p>3 ripe pears, peeled, cored and flesh finely chopped  </p>
<p>100g dried pears, finely chopped  </p>
</div>, <div class=""recipe-sidebar__section__content"">
<h5>You will also need: </h5>
<p>20 x 30cm Swiss roll tin, oiled and lined with baking paper </p>
<p>wire cooling rack lined with a sheet of baking paper  </p>
<p>piping bag fitted with a large star nozzle </p>
</div>]",https://thegreatbritishbakeoff.co.uk/wp-content/uploads/2019/06/Treacle_Roulade_1024x450.png,https://thegreatbritishbakeoff.co.uk/wp-content/uploads/2018/08/New-Project-5-100x100.jpg
Manon’s Pistachio Meringue,Manon,8,Needs skill,40 mins,25 mins,"[<div class=""recipe-sidebar__section__content"">
<h5>For the meringue:</h5>
<p>70g pistachios  </p>
<p>300g caster sugar </p>
<p>4 egg whites (about 160g) </p>
<p>pinch of salt  </p>
</div>, <div class=""recipe-sidebar__section__content"">
<h5>For the cherry filling:</h5>
<p>1 x 230g jar of amarena sour cherries in syrup  </p>
<p>200g cherries, halved and stoned  </p>
<p>40g caster sugar </p>
<p>2 tbsp kirsch liqueur </p>
</div>, <div class=""recipe-sidebar__section__content"">
<h5>For the cream filling:</h5>
<p>200g mascarpone </p>
<p>200g double cream </p>
<p>20g caster sugar </p>
</div>, <div class=""recipe-sidebar__section__content"">
<h5>To decorate: </h5>
<p>10 cherries, stems on </p>
<p>50g pistachios, roughly chopped </p>
</div>, <div class=""recipe-sidebar__section__content"">
<h5>You will need:</h5>
<p>baking tray lined with baking paper </p>
<p>20 x 30cm Swiss roll tin, oiled, then lined with baking paper  </p>
<p>wire cooling rack lined with baking paper </p>
<p>medium piping bag fitted with a large star nozzle  </p>
</div>]",https://thegreatbritishbakeoff.co.uk/wp-content/uploads/2019/06/Pistachio_Meringue_1024x450.png,https://thegreatbritishbakeoff.co.uk/wp-content/uploads/2018/08/New-Project-3-100x100.jpg
Dan’s Sticky Spiced Orange Chelsea Buns,Dan,12 portions,Needs skill,"45 mins, plus rising",20 mins,"[<div class=""recipe-sidebar__section__content"">
<h5>For the dough:</h5>
<p>200ml whole milk  </p>
<p>50g unsalted butter  </p>
<p>75g caster sugar  </p>
<p>1 tsp salt  </p>
<p>1 tsp ground cinnamon  </p>
<p>½ tsp ground nutmeg  </p>
<p>finely grated zest of 1 large unwaxed orange  </p>
<p>500g strong white bread flour  </p>
<p>10g fast-action dried yeast  </p>
<p>2 large eggs  </p>
<p>1 tsp orange extract </p>
</div>, <div class=""recipe-sidebar__section__content"">
<h5>For the filling:</h5>
<p>150g sultanas  </p>
<p>3 tbsp brandy  </p>
<p>2 large oranges, quartered  </p>
<p>300g caster sugar  </p>
<p>100g light brown soft sugar  </p>
<p>1 tsp ground cinnamon  </p>
<p>½ tsp ground nutmeg  </p>
<p>50g unsalted butter, softened, for brushing  </p>
</div>, <div class=""recipe-sidebar__section__content"">
<h5>For the 20-second icing: </h5>
<p>100g icing sugar  </p>
<p>a squeeze of orange juice   </p>
</div>, <div class=""recipe-sidebar__section__content"">
<h5>You will also need:</h5>
<p>23 x 33 x 5cm rectangular cake tin, well greased with butter  </p>
<p>small disposable piping bag</p>
</div>]",https://thegreatbritishbakeoff.co.uk/wp-content/uploads/2019/07/Orange_Chelsea_Buns_1024x450.png,https://thegreatbritishbakeoff.co.uk/wp-content/uploads/2018/08/New-Project-7-100x100.jpg
Manon’s Apricot & Cranberry Chai Chelsea Buns,Manon,12 portions,Needs skill,"45 mins, plus rising",20 mins,"[<div class=""recipe-sidebar__section__content"">
<h5>For the chai mix:</h5>
<p>½ tsp ground cardamom  </p>
<p>½ tsp ground allspice </p>
<p>1 tsp cinnamon </p>
<p>½ tsp ground cloves </p>
<p>1½ tsp ground ginger </p>
</div>, <div class=""recipe-sidebar__section__content"">
<h5>For the dough:</h5>
<p>225g semi-skimmed milk  </p>
<p>4 chai tea bags    </p>
<p>500g strong white bread flour  </p>
<p>90g unsalted butter, plus 50g for brushing </p>
<p>1 tsp of salt </p>
<p>40g caster sugar </p>
<p>10g fast-action dried yeast </p>
<p>1 large egg </p>
</div>, <div class=""recipe-sidebar__section__content"">
<h5>For the apricot jam:</h5>
<p>500g fresh apricots, stoned and quartered </p>
<p>1 vanilla pod  </p>
<p>275g jam sugar </p>
<p>juice of ½ lemon  </p>
</div>, <div class=""recipe-sidebar__section__content"">
<h5>For the marzipan:</h5>
<p>370g ground almonds </p>
<p>180g icing sugar  </p>
<p>180g caster sugar </p>
<p>1 large egg </p>
<p>1 tsp almond essence  </p>
<p>juice of ½ lemon </p>
</div>, <div class=""recipe-sidebar__section__content"">
<h5>For the filling: </h5>
<p>80g dried apricots, snipped into small pieces </p>
<p>80g dried cranberries  </p>
<p>80g light muscovado sugar </p>
<p>2 tsp chai mix (above) </p>
</div>, <div class=""recipe-sidebar__section__content"">
<h5>For the icing:</h5>
<p>100g icing sugar  </p>
<p>½ tsp chai mix (above) </p>
</div>, <div class=""recipe-sidebar__section__content"">
<h5>You will also need:  </h5>
<p>jam or sugar thermometer </p>
<p>300ml jam jars with lids x 2 </p>
<p>38 x 32cm baking sheet lined with baking paper </p>
<p>small disposable piping bag  </p>
</div>]",https://thegreatbritishbakeoff.co.uk/wp-content/uploads/2019/07/Apricot_Chelsea_Buns_1024x450.png,https://thegreatbritishbakeoff.co.uk/wp-content/uploads/2018/08/New-Project-3-100x100.jpg
Dan’s Black Forest Slice,Dan,16 portions,Easy,45 mins,20 mins,"[<div class=""recipe-sidebar__section__content"">
<h5>For the sponge:</h5>
<p>175g plain flour </p>
<p>25g cocoa powder </p>
<p>1 tsp espresso powder </p>
<p>1 tsp baking powder </p>
<p>175g unsalted butter </p>
<p>200g light brown soft sugar </p>
<p>1 tsp vanilla extract </p>
<p>3 large eggs </p>
<p>200g cherries, pitted and quartered </p>
<p>25g 70% dark chocolate </p>
<p>16 cherries in kirsch, drained  </p>
</div>, <div class=""recipe-sidebar__section__content"">
<h5>For the chocolate decorations:</h5>
<p>75g 54% dark chocolate </p>
<p>1g pure cocoa butter powder </p>
</div>, <div class=""recipe-sidebar__section__content"">
<h5>For the crème Chantilly: </h5>
<p>300ml double cream </p>
<p>50g icing sugar </p>
<p>1 tsp vanilla bean paste </p>
</div>, <div class=""recipe-sidebar__section__content"">
<h5>For the syrup:</h5>
<p>2 tbsp caster sugar </p>
<p>2 tbsp kirsch </p>
</div>, <div class=""recipe-sidebar__section__content"">
<h5>You will also need: </h5>
<p>25cm square cake tin, greased, then base-lined with baking paper </p>
<p>cooking thermometer </p>
<p>small piping bag fitted with a No.2 writing nozzle </p>
<p>baking sheet lined with a sheet of acetate or baking paper </p>
<p>medium piping bag fitted with a large star nozzle  </p>
</div>]",https://thegreatbritishbakeoff.co.uk/wp-content/uploads/2019/07/Forest_Traybake_1024x450.png,https://thegreatbritishbakeoff.co.uk/wp-content/uploads/2018/08/New-Project-7-100x100.jpg
Terry’s All At Sea Rum & Raisin Traybake,Terry,16 slices,Easy,1 hr,25 mins,"[<div class=""recipe-sidebar__section__content"">
<h5>For the apple sauce:</h5>
<p>2 Bramley apples, peeled, cored and chopped</p>
<p>250ml cloudy apple juice</p>
<p>150g light muscovado sugar</p>
<p>1 tbsp cornflour</p>
<p>10g unsalted butter</p>
</div>, <div class=""recipe-sidebar__section__content"">
<h5>For the sponge:</h5>
<p>70g golden raisins</p>
<p>70g raisins</p>
<p>60g chopped dates</p>
<p>80ml dark rum</p>
<p>110g unsalted butter, softened</p>
<p>150g caster sugar</p>
<p>50g light muscovado sugar</p>
<p>2 eggs, beaten</p>
<p>125g plain flour</p>
<p>125g wholegrain flour</p>
<p>1 tbsp cornflour</p>
<p>2 tsp bicarbonate soda</p>
<p>1 tsp ground cinnamon</p>
<p>½ tsp unsweetened cocoa powder</p>
<p>pinch of salt</p>
<p>50g chopped walnuts</p>
</div>, <div class=""recipe-sidebar__section__content"">
<h5>For the ganache:</h5>
<p>150g double cream</p>
<p>150g 70% dark chocolate, roughly chopped</p>
</div>, <div class=""recipe-sidebar__section__content"">
<h5>For the rum syrup:</h5>
<p>50g caster sugar</p>
<p>20ml dark rum, plus any rum remaining after soaking the raisins</p>
<p>75ml cloudy apple juice</p>
</div>, <div class=""recipe-sidebar__section__content"">
<h5>For the candied nuts:</h5>
<p>½ tsp cream of tartar</p>
<p>16 walnut halves</p>
<p>60g golden syrup</p>
<p>30g caster sugar</p>
</div>, <div class=""recipe-sidebar__section__content"">
<h5>You will also need:</h5>
<p>30 x 23cm traybake tin, greased, then lined with baking paper</p>
<p>sugar thermometer</p>
<p>sheet of tin foil</p>
<p>small piping bag fitted with a medium star nozzle</p>
</div>]",https://thegreatbritishbakeoff.co.uk/wp-content/uploads/2019/07/Rum_Raisin_Bake_1024x450.png,https://thegreatbritishbakeoff.co.uk/wp-content/uploads/2018/08/New-Project-11-100x100.jpg
Rahul’s Lemon Traybake with Lemon & Cardamom Drizzle,Rahul,16,Needs skill,2 hrs,11 mins,"[<div class=""recipe-sidebar__section__content"">
<h5>For the joconde sponge:  </h5>
<p>6 large egg whites  </p>
<p>270g caster sugar  </p>
<p>270g ground almonds  </p>
<p>6 large eggs  </p>
<p>60g plain flour  </p>
<p>finely grated zest of 4 unwaxed lemons </p>
<p>2 tsp ground cardamom or ½ tsp cardamom extract </p>
<p>45g unsalted butter, melted, then cooled  </p>
</div>, <div class=""recipe-sidebar__section__content"">
<h5>For the lemon and cardamom drizzle:</h5>
<p>juice of 2 lemons </p>
<p>75g caster sugar </p>
<p>¼ tsp ground cardamom or cardamom extract </p>
<p>1 tsp lemon extract </p>
</div>, <div class=""recipe-sidebar__section__content"">
<h5>For the lemon curd:</h5>
<p>zest of 3 unwaxed lemons and the juice of 2 </p>
<p>100g caster sugar  </p>
<p>3 large egg yolks </p>
<p>pinch of salt </p>
<p>60g unsalted butter, diced </p>
</div>, <div class=""recipe-sidebar__section__content"">
<h5>For the Italian meringue buttercream:</h5>
<p>150g caster sugar </p>
<p>3 large egg whites   </p>
<p>275g unsalted butter, diced   </p>
<p>100g salted butter, diced  </p>
<p>1 tsp Sicilian lemon extract </p>
<p>½ tsp cardamom extract </p>
<p>16 green cardamom pods, for decoration (optional) </p>
</div>, <div class=""recipe-sidebar__section__content"">
<h5>You will also need:</h5>
<p>35 x 25cm baking trays x 2, greased, then lined with baking paper </p>
<p>heatproof pastry brush </p>
<p>sugar thermometer </p>
<p>large piping bag fitted with a medium star nozzle </p>
</div>]",https://thegreatbritishbakeoff.co.uk/wp-content/uploads/2019/07/Lemon_Tray_Bake_1024x450.png,https://thegreatbritishbakeoff.co.uk/wp-content/uploads/2018/08/New-Project-10-100x100.jpg
